Genus,Alternative names,Kingdom,Phylum,Class,Order,Family,AOB:In situ,AOB:Other,NOB:In situ,NOB:Other,Anammox:In situ,Anammox:Other,Aerobic heterotroph:In situ,Aerobic heterotroph:Other,PAO:In situ,PAO:Other,GAO:In situ,GAO:Other,Nitrite reduction:In situ,Nitrite reduction:Other,Sulfate reduction:In situ,Sulfate reduction:Other,Fermentation:In situ,Fermentation:Other,Acetogen:In situ,Acetogen:Other,Methanogen:In situ,Methanogen:Other,Short-chain fatty acids:In situ,Short-chain fatty acids:Other,Sugars:In situ,Sugars:Other,Proteins/amino acids:In situ,Proteins/amino acids:Other,Filamentous:In situ,Filamentous:Other,Hydrophobic cell surface:In situ,Hydrophobic cell surface:Other
g__midas_g_4554,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4572,,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4575,,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,midas_f_4575,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4579,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4582,,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Methylocystis,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4593,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4611,,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4623,,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,midas_f_2060,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Tepidiphilus,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Planctomicrobium,,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4639,,Bacteria,Firmicutes,Clostridia,D8A-2,midas_f_13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Labilithrix,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4651,,Bacteria,Planctomycetes,OM190,midas_o_3911,midas_f_3911,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4660,,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,053A03-B-DI-P58,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4663,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4670,,Bacteria,Acidobacteria,Subgroup 6,midas_o_352,midas_f_1096,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4675,,Bacteria,Patescibacteria,Microgenomatia,Ca Roizmanbacteria,midas_f_4675,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4677,,Bacteria,Planctomycetes,Planctomycetacia,midas_o_1071,midas_f_1071,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4680,,Bacteria,Firmicutes,Clostridia,DTU014,midas_f_80,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4686,,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 cladeMarine group B,midas_f_918,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4688,,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,midas_f_591,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4691,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4703,,Bacteria,Patescibacteria,WS6 Dojkabacteria,midas_o_546,midas_f_4703,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4708,,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,midas_f_31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4709,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4772,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4773,,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,midas_f_2685,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4774,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_4774,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4777,,Bacteria,Cyanobacteria,Sericytochromatia,midas_o_1421,midas_f_1421,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4787,,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_4787,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4788,,Bacteria,Ca Fermentibacterota,Ca Fermentibacteria,midas_o_753,midas_f_753,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Papillibacter,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4823,,Bacteria,Patescibacteria,WS6 Dojkabacteria,midas_o_546,midas_f_546,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4830,,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4836,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4851,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4853,,Bacteria,Firmicutes,Bacilli,Lactobacillales,midas_f_4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Sva0996_marine_group,,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4859,,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4860,,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4865,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Ralstonia,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4871,,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4883,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4884,,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Roseovarius,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4905,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4907,,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4909,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4913,,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4915,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4918,,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4925,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_4925,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4929,,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,midas_f_55,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4945,,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4963,,Bacteria,Elusimicrobia,Lineage IIb,midas_o_4963,midas_f_4963,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4975,,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,midas_f_1792,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__CL500-3,,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4998,,Bacteria,Ca Fermentibacterota,Ca Fermentibacteria,midas_o_962,midas_f_4998,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5000,,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5014,,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_944,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5022,,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5025,,Bacteria,Firmicutes,Clostridia,D8A-2,midas_f_5025,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5033,,Bacteria,Patescibacteria,ABY1,Ca Falkowbacteria,midas_f_5033,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5034,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5053,,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5068,,Bacteria,Firmicutes,Clostridia,D8A-2,midas_f_5068,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5069,,Bacteria,Planctomycetes,Phycisphaerae,Pla1 lineage,midas_f_3438,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5082,,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Sarcina,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5098,,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,midas_f_3270,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5099,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5104,,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5113,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_3582,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5116,,Bacteria,Actinobacteria,Actinobacteria,PeM15,midas_f_5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5121,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5122,,Bacteria,Patescibacteria,WS6 Dojkabacteria,midas_o_546,midas_f_546,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__CM1G08,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5134,,Bacteria,Omnitrophicaeota,midas_c_530,midas_o_530,midas_f_5134,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5135,,Bacteria,Armatimonadetes,midas_c_216,midas_o_330,midas_f_330,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5143,,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5150,,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Polynucleobacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5162,,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 cladeMarine group B,midas_f_5162,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5167,,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5170,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5172,,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5174,,Bacteria,Patescibacteria,Gracilibacteria,Ca Peregrinibacteria,midas_f_5174,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5180,,Bacteria,Patescibacteria,Gracilibacteria,Ca Peregrinibacteria,midas_f_5174,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5181,,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5188,,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5199,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5200,,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5210,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5221,,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5238,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5241,,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_2296,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5245,,Bacteria,Patescibacteria,Berkelbacteria,midas_o_5245,midas_f_5245,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5246,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5270,,Bacteria,BRC1,midas_c_1098,midas_o_5270,midas_f_5270,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_3054,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5277,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB-TL25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5280,,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5281,,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5288,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5304,,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Salinispira,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5324,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5324,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5331,,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5336,,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5339,,Bacteria,Elusimicrobia,Lineage IIb,midas_o_4963,midas_f_5339,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Sulfurovum,,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5351,,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,midas_f_3344,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5365,,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5369,,Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5385,,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,midas_f_1936,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5391,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5391,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
